Scenario,Criteria,Expected Matches For Recall,Predicted Matches (Recall),Recall,Expected Matches For Precision,Predicted Matches (Precision),Precision,F1 Score,Expected Matched For Accuracy,Predicted Matched (Accuracy),Accuracy
1793,"[('standard', 'hasDietType'), ('cinnamon', 'contains')]",1862,316,0.1699838622915546,342,316,0.9239766081871345,0.2871422080872331,1862,1487,0.7986036519871106
1794,"[('standard', 'hasDietType'), ('red_onion', 'contains')]",1862,333,0.17912856374394837,342,333,0.9736842105263158,0.30258973194002725,1862,1566,0.841031149301826
1795,"[('standard', 'hasDietType'), ('honey', 'contains')]",1862,324,0.17428725121032812,342,324,0.9473684210526315,0.2944116310767833,1862,1537,0.8254564983888292
1796,"[('standard', 'hasDietType'), ('cumin_seed', 'contains')]",1862,321,0.17267348036578806,342,321,0.9385964912280702,0.29168559745570194,1862,1431,0.7685284640171858
1797,"[('global', 'isFromRegion'), ('less_than_60_mins', 'needTimeToCook')]",251,235,0.9362549800796812,342,235,0.6871345029239766,0.7925801011804384,251,218,0.8685258964143426
1798,"[('global', 'isFromRegion'), ('less_than_15_mins', 'needTimeToCook')]",215,207,0.9627906976744186,342,207,0.6052631578947368,0.7432675044883302,215,191,0.8883720930232558
1799,"[('global', 'isFromRegion'), ('less_than_30_mins', 'needTimeToCook')]",262,245,0.9351145038167938,342,245,0.716374269005848,0.8112582781456953,262,224,0.8549618320610687
1800,"[('global', 'isFromRegion'), ('less_than_6_hours', 'needTimeToCook')]",136,136,1.0,342,136,0.39766081871345027,0.5690376569037656,136,119,0.875
1801,"[('global', 'isFromRegion'), ('less_than_4_hours', 'needTimeToCook')]",276,263,0.9528985507246377,342,263,0.7690058479532164,0.8511326860841423,276,244,0.8840579710144928
1802,"[('global', 'isFromRegion'), ('more_than_6_hours', 'needTimeToCook')]",120,117,0.975,342,117,0.34210526315789475,0.5064935064935064,120,100,0.8333333333333334
1803,"[('asia', 'isFromRegion'), ('less_than_60_mins', 'needTimeToCook')]",179,176,0.9832402234636871,342,176,0.5146198830409356,0.6756238003838771,179,152,0.8491620111731844
1804,"[('asia', 'isFromRegion'), ('less_than_15_mins', 'needTimeToCook')]",128,126,0.984375,342,126,0.3684210526315789,0.5361702127659574,128,109,0.8515625
1805,"[('asia', 'isFromRegion'), ('less_than_30_mins', 'needTimeToCook')]",183,179,0.9781420765027322,342,179,0.5233918128654971,0.681904761904762,183,157,0.8579234972677595
1806,"[('asia', 'isFromRegion'), ('less_than_6_hours', 'needTimeToCook')]",66,66,1.0,342,66,0.19298245614035087,0.3235294117647059,66,56,0.8484848484848485
1807,"[('asia', 'isFromRegion'), ('less_than_4_hours', 'needTimeToCook')]",176,172,0.9772727272727273,342,172,0.5029239766081871,0.6640926640926641,176,154,0.875
1808,"[('asia', 'isFromRegion'), ('more_than_6_hours', 'needTimeToCook')]",67,67,1.0,342,67,0.195906432748538,0.32762836185819066,67,58,0.8656716417910447
1809,"[('north_america', 'isFromRegion'), ('less_than_60_mins', 'needTimeToCook')]",345,291,0.8434782608695652,342,291,0.8508771929824561,0.8471615720524017,345,293,0.8492753623188406
1810,"[('north_america', 'isFromRegion'), ('less_than_15_mins', 'needTimeToCook')]",270,250,0.9259259259259259,342,250,0.7309941520467836,0.8169934640522876,270,228,0.8444444444444444
1811,"[('north_america', 'isFromRegion'), ('less_than_30_mins', 'needTimeToCook')]",335,288,0.8597014925373134,342,288,0.8421052631578947,0.8508124076809453,335,286,0.8537313432835821
1812,"[('north_america', 'isFromRegion'), ('less_than_6_hours', 'needTimeToCook')]",212,196,0.9289099526066351,342,196,0.5730994152046783,0.7088607594936708,212,176,0.8301886792452831
1813,"[('north_america', 'isFromRegion'), ('less_than_4_hours', 'needTimeToCook')]",328,278,0.8475609756097561,342,278,0.8128654970760234,0.8298507462686566,328,274,0.8353658536585366
1814,"[('north_america', 'isFromRegion'), ('more_than_6_hours', 'needTimeToCook')]",230,220,0.9565217391304348,342,220,0.6432748538011696,0.7692307692307693,230,197,0.8565217391304348
1815,"[('europe', 'isFromRegion'), ('less_than_60_mins', 'needTimeToCook')]",276,261,0.9456521739130435,342,261,0.7631578947368421,0.8446601941747574,276,243,0.8804347826086957
1816,"[('europe', 'isFromRegion'), ('less_than_15_mins', 'needTimeToCook')]",177,174,0.9830508474576272,342,174,0.5087719298245614,0.6705202312138728,177,154,0.8700564971751412
1817,"[('europe', 'isFromRegion'), ('less_than_30_mins', 'needTimeToCook')]",250,241,0.964,342,241,0.7046783625730995,0.8141891891891893,250,219,0.876
1818,"[('europe', 'isFromRegion'), ('less_than_6_hours', 'needTimeToCook')]",138,136,0.9855072463768116,342,136,0.39766081871345027,0.5666666666666667,138,119,0.8623188405797102
1819,"[('europe', 'isFromRegion'), ('less_than_4_hours', 'needTimeToCook')]",269,244,0.9070631970260223,342,244,0.7134502923976608,0.7986906710310965,269,230,0.8550185873605948
1820,"[('europe', 'isFromRegion'), ('more_than_6_hours', 'needTimeToCook')]",163,158,0.9693251533742331,342,158,0.4619883040935672,0.6257425742574256,163,134,0.8220858895705522
1821,"[('middle_east', 'isFromRegion'), ('less_than_60_mins', 'needTimeToCook')]",125,123,0.984,342,123,0.35964912280701755,0.5267665952890792,125,95,0.76
1822,"[('middle_east', 'isFromRegion'), ('less_than_15_mins', 'needTimeToCook')]",69,69,1.0,342,69,0.20175438596491227,0.3357664233576642,69,55,0.7971014492753623
1823,"[('middle_east', 'isFromRegion'), ('less_than_30_mins', 'needTimeToCook')]",107,104,0.9719626168224299,342,104,0.30409356725146197,0.46325167037861914,107,93,0.8691588785046729
1824,"[('middle_east', 'isFromRegion'), ('less_than_6_hours', 'needTimeToCook')]",34,34,1.0,342,34,0.09941520467836257,0.18085106382978725,34,28,0.8235294117647058
1825,"[('middle_east', 'isFromRegion'), ('less_than_4_hours', 'needTimeToCook')]",120,119,0.9916666666666667,342,119,0.347953216374269,0.5151515151515151,120,96,0.8
1826,"[('middle_east', 'isFromRegion'), ('more_than_6_hours', 'needTimeToCook')]",32,32,1.0,342,32,0.0935672514619883,0.1711229946524064,32,26,0.8125
1827,"[('latin_america_and_caribbean', 'isFromRegion'), ('less_than_60_mins', 'needTimeToCook')]",89,86,0.9662921348314607,342,86,0.25146198830409355,0.3990719257540603,89,73,0.8202247191011236
1828,"[('latin_america_and_caribbean', 'isFromRegion'), ('less_than_15_mins', 'needTimeToCook')]",51,50,0.9803921568627451,342,50,0.14619883040935672,0.2544529262086514,51,43,0.8431372549019608
1829,"[('latin_america_and_caribbean', 'isFromRegion'), ('less_than_30_mins', 'needTimeToCook')]",75,74,0.9866666666666667,342,74,0.21637426900584794,0.35491606714628293,75,58,0.7733333333333333
1830,"[('latin_america_and_caribbean', 'isFromRegion'), ('less_than_6_hours', 'needTimeToCook')]",22,22,1.0,342,22,0.06432748538011696,0.12087912087912087,22,20,0.9090909090909091
1831,"[('latin_america_and_caribbean', 'isFromRegion'), ('less_than_4_hours', 'needTimeToCook')]",76,75,0.9868421052631579,342,75,0.21929824561403508,0.35885167464114837,76,62,0.8157894736842105
1832,"[('latin_america_and_caribbean', 'isFromRegion'), ('more_than_6_hours', 'needTimeToCook')]",28,28,1.0,342,28,0.08187134502923976,0.15135135135135133,28,23,0.8214285714285714
1833,"[('oceania', 'isFromRegion'), ('less_than_60_mins', 'needTimeToCook')]",135,132,0.9777777777777777,342,132,0.38596491228070173,0.5534591194968553,135,111,0.8222222222222222
1834,"[('oceania', 'isFromRegion'), ('less_than_15_mins', 'needTimeToCook')]",75,75,1.0,342,75,0.21929824561403508,0.3597122302158273,75,67,0.8933333333333333
1835,"[('oceania', 'isFromRegion'), ('less_than_30_mins', 'needTimeToCook')]",122,119,0.9754098360655737,342,119,0.347953216374269,0.5129310344827587,122,105,0.860655737704918
1836,"[('oceania', 'isFromRegion'), ('less_than_6_hours', 'needTimeToCook')]",25,25,1.0,342,25,0.07309941520467836,0.13623978201634876,25,21,0.84
1837,"[('oceania', 'isFromRegion'), ('less_than_4_hours', 'needTimeToCook')]",96,95,0.9895833333333334,342,95,0.2777777777777778,0.4337899543378996,96,79,0.8229166666666666
1838,"[('oceania', 'isFromRegion'), ('more_than_6_hours', 'needTimeToCook')]",23,23,1.0,342,23,0.06725146198830409,0.12602739726027398,23,19,0.8260869565217391
1839,"[('africa', 'isFromRegion'), ('less_than_60_mins', 'needTimeToCook')]",101,101,1.0,342,101,0.2953216374269006,0.4559819413092551,101,84,0.8316831683168316
1840,"[('africa', 'isFromRegion'), ('less_than_15_mins', 'needTimeToCook')]",67,67,1.0,342,67,0.195906432748538,0.32762836185819066,67,58,0.8656716417910447
1841,"[('africa', 'isFromRegion'), ('less_than_30_mins', 'needTimeToCook')]",89,89,1.0,342,89,0.260233918128655,0.41299303944315546,89,72,0.8089887640449438
1842,"[('africa', 'isFromRegion'), ('less_than_6_hours', 'needTimeToCook')]",18,18,1.0,342,18,0.05263157894736842,0.1,18,17,0.9444444444444444
1843,"[('africa', 'isFromRegion'), ('less_than_4_hours', 'needTimeToCook')]",98,98,1.0,342,98,0.28654970760233917,0.44545454545454544,98,80,0.8163265306122449
1844,"[('africa', 'isFromRegion'), ('more_than_6_hours', 'needTimeToCook')]",25,25,1.0,342,25,0.07309941520467836,0.13623978201634876,25,19,0.76
1845,"[('global', 'isFromRegion'), ('salt_product', 'contains')]",1260,329,0.26131850675139,342,329,0.9619883040935673,0.4109931292941911,1260,646,0.5126984126984127
1846,"[('global', 'isFromRegion'), ('garlic_clove', 'contains')]",1260,226,0.17950754567116758,342,226,0.6608187134502924,0.28232354778263585,1260,529,0.41984126984126985
1847,"[('global', 'isFromRegion'), ('water_(eurofir)', 'contains')]",1260,298,0.23669579030976967,342,298,0.8713450292397661,0.37226733291692693,1260,745,0.5912698412698413
1848,"[('global', 'isFromRegion'), ('sugar', 'contains')]",1260,292,0.23193010325655283,342,292,0.8538011695906432,0.3647720174890694,1260,692,0.5492063492063493
1849,"[('global', 'isFromRegion'), ('flour', 'contains')]",1260,295,0.23431294678316125,342,295,0.8625730994152047,0.36851967520299816,1260,702,0.5571428571428572
1850,"[('global', 'isFromRegion'), ('chicken_egg', 'contains')]",1260,276,0.2192216044479746,342,276,0.8070175438596491,0.3447845096814491,1260,657,0.5214285714285715
1851,"[('global', 'isFromRegion'), ('olive_oil', 'contains')]",1260,239,0.1898332009531374,342,239,0.6988304093567251,0.2985633978763273,1260,647,0.5134920634920634
1852,"[('global', 'isFromRegion'), ('butter', 'contains')]",1260,272,0.21604447974583002,342,272,0.7953216374269005,0.339787632729544,1260,708,0.5619047619047619
1853,"[('global', 'isFromRegion'), ('onion', 'contains')]",1260,217,0.17235901509134233,342,217,0.6345029239766082,0.27108057464084945,1260,607,0.48174603174603176
1854,"[('global', 'isFromRegion'), ('black_pepper_(ground)', 'contains')]",1260,255,0.20254169976171565,342,255,0.7456140350877193,0.3185509056839475,1260,822,0.6523809523809524
1855,"[('global', 'isFromRegion'), ('lemon_juice', 'contains')]",1260,292,0.23193010325655283,342,292,0.8538011695906432,0.3647720174890694,1260,899,0.7134920634920635
1856,"[('global', 'isFromRegion'), ('milk', 'contains')]",1260,279,0.221604447974583,342,279,0.8157894736842105,0.3485321673953779,1260,830,0.6587301587301587
1857,"[('global', 'isFromRegion'), ('brown_sugar', 'contains')]",1260,267,0.21207307386814933,342,267,0.7807017543859649,0.33354153653966273,1260,855,0.6785714285714286
1858,"[('global', 'isFromRegion'), ('tomato', 'contains')]",1260,268,0.21286735504368545,342,268,0.783625730994152,0.33479075577763895,1260,848,0.6730158730158731
1859,"[('global', 'isFromRegion'), ('pepper', 'contains')]",1260,272,0.21604447974583002,342,272,0.7953216374269005,0.339787632729544,1260,888,0.7047619047619048
1860,"[('global', 'isFromRegion'), ('baking_powder', 'contains')]",1260,283,0.22478157267672755,342,283,0.827485380116959,0.353529044347283,1260,820,0.6507936507936508
1861,"[('global', 'isFromRegion'), ('cinnamon', 'contains')]",1260,283,0.22478157267672755,342,283,0.827485380116959,0.353529044347283,1260,904,0.7174603174603175
1862,"[('global', 'isFromRegion'), ('red_onion', 'contains')]",1260,278,0.22081016679904686,342,278,0.8128654970760234,0.3472829481574016,1260,898,0.7126984126984127
1863,"[('global', 'isFromRegion'), ('honey', 'contains')]",1260,309,0.2454328832406672,342,309,0.9035087719298246,0.3860087445346658,1260,971,0.7706349206349207
1864,"[('global', 'isFromRegion'), ('cumin_seed', 'contains')]",1260,210,0.16679904686258937,342,210,0.6140350877192983,0.26233603997501564,1260,751,0.596031746031746
1865,"[('asia', 'isFromRegion'), ('salt_product', 'contains')]",799,276,0.3454317897371715,342,276,0.8070175438596491,0.4837861524978089,799,401,0.5018773466833542
1866,"[('asia', 'isFromRegion'), ('garlic_clove', 'contains')]",799,284,0.35544430538172717,342,284,0.8304093567251462,0.4978089395267309,799,429,0.5369211514392991
1867,"[('asia', 'isFromRegion'), ('water_(eurofir)', 'contains')]",799,263,0.32916145181476847,342,263,0.7690058479532164,0.4609991235758107,799,457,0.571964956195244
1868,"[('asia', 'isFromRegion'), ('sugar', 'contains')]",799,244,0.3053817271589487,342,244,0.7134502923976608,0.427695004382121,799,402,0.5031289111389237
1869,"[('asia', 'isFromRegion'), ('flour', 'contains')]",799,172,0.21526908635794745,342,172,0.5029239766081871,0.301489921121823,799,328,0.41051314142678347
1870,"[('asia', 'isFromRegion'), ('chicken_egg', 'contains')]",799,183,0.22903629536921152,342,183,0.5350877192982456,0.32077125328659073,799,320,0.4005006257822278
1871,"[('asia', 'isFromRegion'), ('olive_oil', 'contains')]",799,183,0.22903629536921152,342,183,0.5350877192982456,0.32077125328659073,799,328,0.41051314142678347
1872,"[('asia', 'isFromRegion'), ('butter', 'contains')]",799,185,0.23153942428035043,342,185,0.5409356725146199,0.3242769500438212,799,347,0.43429286608260326
1873,"[('asia', 'isFromRegion'), ('onion', 'contains')]",799,232,0.2903629536921151,342,232,0.6783625730994152,0.406660823838738,799,401,0.5018773466833542
1874,"[('asia', 'isFromRegion'), ('black_pepper_(ground)', 'contains')]",799,244,0.3053817271589487,342,244,0.7134502923976608,0.427695004382121,799,486,0.6082603254067585
1875,"[('asia', 'isFromRegion'), ('lemon_juice', 'contains')]",799,237,0.29662077596996245,342,237,0.6929824561403509,0.4154250657318142,799,495,0.6195244055068836
1876,"[('asia', 'isFromRegion'), ('milk', 'contains')]",799,221,0.2765957446808511,342,221,0.6461988304093568,0.38737949167397023,799,454,0.5682102628285357
1877,"[('asia', 'isFromRegion'), ('brown_sugar', 'contains')]",799,231,0.28911138923654567,342,231,0.6754385964912281,0.40490797546012264,799,492,0.6157697121401752
1878,"[('asia', 'isFromRegion'), ('tomato', 'contains')]",799,247,0.3091364205256571,342,247,0.7222222222222222,0.43295354951796666,799,495,0.6195244055068836
1879,"[('asia', 'isFromRegion'), ('pepper', 'contains')]",799,230,0.2878598247809762,342,230,0.672514619883041,0.4031551270815074,799,465,0.5819774718397998
1880,"[('asia', 'isFromRegion'), ('baking_powder', 'contains')]",799,178,0.2227784730913642,342,178,0.52046783625731,0.31200701139351444,799,401,0.5018773466833542
1881,"[('asia', 'isFromRegion'), ('cinnamon', 'contains')]",799,228,0.2853566958698373,342,228,0.6666666666666666,0.39964943032427697,799,510,0.6382978723404256
1882,"[('asia', 'isFromRegion'), ('red_onion', 'contains')]",799,277,0.34668335419274093,342,277,0.8099415204678363,0.48553900087642426,799,551,0.6896120150187734
1883,"[('asia', 'isFromRegion'), ('honey', 'contains')]",799,260,0.32540675844806005,342,260,0.7602339181286549,0.4557405784399649,799,544,0.6808510638297872
1884,"[('asia', 'isFromRegion'), ('cumin_seed', 'contains')]",799,244,0.3053817271589487,342,244,0.7134502923976608,0.427695004382121,799,494,0.6182728410513142
1885,"[('north_america', 'isFromRegion'), ('salt_product', 'contains')]",1720,341,0.19848661233993015,342,341,0.9970760233918129,0.3310679611650485,1720,1059,0.6156976744186047
1886,"[('north_america', 'isFromRegion'), ('garlic_clove', 'contains')]",1720,308,0.17927823050058206,342,308,0.9005847953216374,0.2990291262135922,1720,935,0.5436046511627907
1887,"[('north_america', 'isFromRegion'), ('water_(eurofir)', 'contains')]",1720,326,0.18975552968568102,342,326,0.9532163742690059,0.31650485436893205,1720,1120,0.6511627906976745
1888,"[('north_america', 'isFromRegion'), ('sugar', 'contains')]",1720,328,0.1909196740395809,342,328,0.9590643274853801,0.31844660194174756,1720,1043,0.6063953488372092
1889,"[('north_america', 'isFromRegion'), ('flour', 'contains')]",1720,331,0.19266589057043074,342,331,0.9678362573099415,0.32135922330097083,1720,1099,0.638953488372093
1890,"[('north_america', 'isFromRegion'), ('chicken_egg', 'contains')]",1720,321,0.18684516880093133,342,321,0.9385964912280702,0.31165048543689317,1720,1066,0.6197674418604651
1891,"[('north_america', 'isFromRegion'), ('olive_oil', 'contains')]",1720,290,0.16880093131548313,342,290,0.847953216374269,0.28155339805825247,1720,1038,0.6034883720930233
1892,"[('north_america', 'isFromRegion'), ('butter', 'contains')]",1720,325,0.18917345750873107,342,325,0.9502923976608187,0.31553398058252424,1720,1148,0.6674418604651163
1893,"[('north_america', 'isFromRegion'), ('onion', 'contains')]",1720,323,0.1880093131548312,342,323,0.9444444444444444,0.3135922330097087,1720,1099,0.638953488372093
1894,"[('north_america', 'isFromRegion'), ('black_pepper_(ground)', 'contains')]",1720,318,0.1850989522700815,342,318,0.9298245614035088,0.3087378640776699,1720,1266,0.736046511627907
1895,"[('north_america', 'isFromRegion'), ('lemon_juice', 'contains')]",1720,312,0.18160651920838183,342,312,0.9122807017543859,0.3029126213592233,1720,1312,0.7627906976744186
1896,"[('north_america', 'isFromRegion'), ('milk', 'contains')]",1720,312,0.18160651920838183,342,312,0.9122807017543859,0.3029126213592233,1720,1272,0.7395348837209302
1897,"[('north_america', 'isFromRegion'), ('brown_sugar', 'contains')]",1720,325,0.18917345750873107,342,325,0.9502923976608187,0.31553398058252424,1720,1370,0.7965116279069767
1898,"[('north_america', 'isFromRegion'), ('tomato', 'contains')]",1720,300,0.17462165308498254,342,300,0.8771929824561403,0.2912621359223301,1720,1297,0.7540697674418605
1899,"[('north_america', 'isFromRegion'), ('pepper', 'contains')]",1720,305,0.17753201396973226,342,305,0.8918128654970761,0.29611650485436897,1720,1295,0.752906976744186
1900,"[('north_america', 'isFromRegion'), ('baking_powder', 'contains')]",1720,315,0.18335273573923166,342,315,0.9210526315789473,0.3058252427184466,1720,1253,0.7284883720930233
1901,"[('north_america', 'isFromRegion'), ('cinnamon', 'contains')]",1720,321,0.18684516880093133,342,321,0.9385964912280702,0.31165048543689317,1720,1366,0.7941860465116279
1902,"[('north_america', 'isFromRegion'), ('red_onion', 'contains')]",1720,324,0.18859138533178113,342,324,0.9473684210526315,0.3145631067961165,1720,1361,0.7912790697674419
1903,"[('north_america', 'isFromRegion'), ('honey', 'contains')]",1720,317,0.18451688009313155,342,317,0.9269005847953217,0.30776699029126214,1720,1354,0.7872093023255814
1904,"[('north_america', 'isFromRegion'), ('cumin_seed', 'contains')]",1720,281,0.16356228172293363,342,281,0.8216374269005848,0.2728155339805825,1720,1234,0.7174418604651163
1905,"[('europe', 'isFromRegion'), ('salt_product', 'contains')]",1273,330,0.25923016496465046,342,330,0.9649122807017544,0.40866873065015485,1273,701,0.5506677140612726
1906,"[('europe', 'isFromRegion'), ('garlic_clove', 'contains')]",1273,322,0.25294579732914374,342,322,0.9415204678362573,0.39876160990712073,1273,718,0.5640219952867243
1907,"[('europe', 'isFromRegion'), ('water_(eurofir)', 'contains')]",1273,279,0.21916732128829536,342,279,0.8157894736842105,0.34551083591331266,1273,724,0.5687352710133543
1908,"[('europe', 'isFromRegion'), ('sugar', 'contains')]",1273,307,0.24116260801256872,342,307,0.8976608187134503,0.3801857585139319,1273,707,0.5553809897879026
1909,"[('europe', 'isFromRegion'), ('flour', 'contains')]",1273,306,0.2403770620581304,342,306,0.8947368421052632,0.37894736842105264,1273,760,0.5970149253731343
1910,"[('europe', 'isFromRegion'), ('chicken_egg', 'contains')]",1273,296,0.23252160251374707,342,296,0.8654970760233918,0.36656346749226004,1273,691,0.5428122545168892
1911,"[('europe', 'isFromRegion'), ('olive_oil', 'contains')]",1273,325,0.25530243519245877,342,325,0.9502923976608187,0.40247678018575855,1273,808,0.6347211311861743
1912,"[('europe', 'isFromRegion'), ('butter', 'contains')]",1273,307,0.24116260801256872,342,307,0.8976608187134503,0.3801857585139319,1273,762,0.598586017282011
1913,"[('europe', 'isFromRegion'), ('onion', 'contains')]",1273,290,0.22780832678711704,342,290,0.847953216374269,0.3591331269349845,1273,751,0.5899450117831894
1914,"[('europe', 'isFromRegion'), ('black_pepper_(ground)', 'contains')]",1273,305,0.23959151610369206,342,305,0.8918128654970761,0.37770897832817335,1273,891,0.6999214454045561
1915,"[('europe', 'isFromRegion'), ('lemon_juice', 'contains')]",1273,293,0.23016496465043204,342,293,0.8567251461988304,0.3628482972136223,1273,928,0.7289866457187746
1916,"[('europe', 'isFromRegion'), ('milk', 'contains')]",1273,297,0.2333071484681854,342,297,0.868421052631579,0.36780185758513934,1273,882,0.6928515318146111
1917,"[('europe', 'isFromRegion'), ('brown_sugar', 'contains')]",1273,281,0.22073841319717202,342,281,0.8216374269005848,0.34798761609907114,1273,888,0.6975648075412412
1918,"[('europe', 'isFromRegion'), ('tomato', 'contains')]",1273,307,0.24116260801256872,342,307,0.8976608187134503,0.3801857585139319,1273,946,0.7431264728986646
1919,"[('europe', 'isFromRegion'), ('pepper', 'contains')]",1273,287,0.22545168892380205,342,287,0.8391812865497076,0.3554179566563468,1273,919,0.7219167321288296
1920,"[('europe', 'isFromRegion'), ('baking_powder', 'contains')]",1273,269,0.211311861743912,342,269,0.7865497076023392,0.3331269349845201,1273,823,0.6465043205027494
1921,"[('europe', 'isFromRegion'), ('cinnamon', 'contains')]",1273,281,0.22073841319717202,342,281,0.8216374269005848,0.34798761609907114,1273,921,0.7234878240377062
1922,"[('europe', 'isFromRegion'), ('red_onion', 'contains')]",1273,284,0.22309505106048705,342,284,0.8304093567251462,0.35170278637770896,1273,907,0.7124901806755696
1923,"[('europe', 'isFromRegion'), ('honey', 'contains')]",1273,292,0.2293794186959937,342,292,0.8538011695906432,0.361609907120743,1273,959,0.753338570306363
1924,"[('europe', 'isFromRegion'), ('cumin_seed', 'contains')]",1273,214,0.1681068342498036,342,214,0.6257309941520468,0.265015479876161,1273,709,0.5569520816967792
1925,"[('middle_east', 'isFromRegion'), ('salt_product', 'contains')]",487,209,0.42915811088295686,342,209,0.6111111111111112,0.5042219541616406,487,228,0.4681724845995893
1926,"[('middle_east', 'isFromRegion'), ('garlic_clove', 'contains')]",487,196,0.4024640657084189,342,196,0.5730994152046783,0.4728588661037394,487,230,0.4722792607802875
1927,"[('middle_east', 'isFromRegion'), ('water_(eurofir)', 'contains')]",487,143,0.2936344969199179,342,143,0.41812865497076024,0.3449939686369119,487,178,0.3655030800821355
1928,"[('middle_east', 'isFromRegion'), ('sugar', 'contains')]",487,127,0.26078028747433263,342,127,0.3713450292397661,0.3063932448733413,487,160,0.32854209445585214
1929,"[('middle_east', 'isFromRegion'), ('flour', 'contains')]",487,104,0.2135523613963039,342,104,0.30409356725146197,0.2509047044632086,487,136,0.2792607802874743
1930,"[('middle_east', 'isFromRegion'), ('chicken_egg', 'contains')]",487,107,0.21971252566735114,342,107,0.3128654970760234,0.25814234016887816,487,133,0.2731006160164271
1931,"[('middle_east', 'isFromRegion'), ('olive_oil', 'contains')]",487,218,0.44763860369609854,342,218,0.6374269005847953,0.525934861278649,487,254,0.5215605749486653
1932,"[('middle_east', 'isFromRegion'), ('butter', 'contains')]",487,119,0.24435318275154005,342,119,0.347953216374269,0.2870928829915561,487,153,0.3141683778234086
1933,"[('middle_east', 'isFromRegion'), ('onion', 'contains')]",487,170,0.3490759753593429,342,170,0.49707602339181284,0.4101326899879372,487,215,0.4414784394250513
1934,"[('middle_east', 'isFromRegion'), ('black_pepper_(ground)', 'contains')]",487,172,0.3531827515400411,342,172,0.5029239766081871,0.4149577804583836,487,228,0.4681724845995893
1935,"[('middle_east', 'isFromRegion'), ('lemon_juice', 'contains')]",487,205,0.4209445585215606,342,205,0.5994152046783626,0.4945717732207479,487,269,0.5523613963039015
1936,"[('middle_east', 'isFromRegion'), ('milk', 'contains')]",487,127,0.26078028747433263,342,127,0.3713450292397661,0.3063932448733413,487,173,0.35523613963039014
1937,"[('middle_east', 'isFromRegion'), ('brown_sugar', 'contains')]",487,131,0.26899383983572894,342,131,0.3830409356725146,0.316043425814234,487,183,0.3757700205338809
1938,"[('middle_east', 'isFromRegion'), ('tomato', 'contains')]",487,197,0.40451745379876797,342,197,0.5760233918128655,0.4752714113389626,487,262,0.5379876796714579
1939,"[('middle_east', 'isFromRegion'), ('pepper', 'contains')]",487,197,0.40451745379876797,342,197,0.5760233918128655,0.4752714113389626,487,270,0.5544147843942505
1940,"[('middle_east', 'isFromRegion'), ('baking_powder', 'contains')]",487,118,0.24229979466119098,342,118,0.34502923976608185,0.28468033775633295,487,161,0.33059548254620125
1941,"[('middle_east', 'isFromRegion'), ('cinnamon', 'contains')]",487,189,0.38809034907597534,342,189,0.5526315789473685,0.4559710494571773,487,261,0.5359342915811088
1942,"[('middle_east', 'isFromRegion'), ('red_onion', 'contains')]",487,198,0.406570841889117,342,198,0.5789473684210527,0.4776839565741858,487,270,0.5544147843942505
1943,"[('middle_east', 'isFromRegion'), ('honey', 'contains')]",487,181,0.37166324435318276,342,181,0.5292397660818714,0.43667068757539207,487,251,0.5154004106776181
1944,"[('middle_east', 'isFromRegion'), ('cumin_seed', 'contains')]",487,194,0.39835728952772076,342,194,0.5672514619883041,0.4680337756332932,487,259,0.5318275154004107
1945,"[('latin_america_and_caribbean', 'isFromRegion'), ('salt_product', 'contains')]",341,148,0.4340175953079179,342,148,0.4327485380116959,0.4333821376281113,341,148,0.4340175953079179
1946,"[('latin_america_and_caribbean', 'isFromRegion'), ('garlic_clove', 'contains')]",341,137,0.40175953079178883,342,137,0.40058479532163743,0.4011713030746706,341,137,0.40175953079178883
1947,"[('latin_america_and_caribbean', 'isFromRegion'), ('water_(eurofir)', 'contains')]",341,103,0.3020527859237537,342,103,0.30116959064327486,0.301610541727672,341,103,0.3020527859237537
1948,"[('latin_america_and_caribbean', 'isFromRegion'), ('sugar', 'contains')]",341,106,0.31085043988269795,342,106,0.30994152046783624,0.3103953147877013,341,106,0.31085043988269795
1949,"[('latin_america_and_caribbean', 'isFromRegion'), ('flour', 'contains')]",341,77,0.22580645161290322,342,77,0.22514619883040934,0.2254758418740849,341,77,0.22580645161290322
1950,"[('latin_america_and_caribbean', 'isFromRegion'), ('chicken_egg', 'contains')]",341,85,0.24926686217008798,342,85,0.24853801169590642,0.24890190336749635,341,85,0.24926686217008798
1951,"[('latin_america_and_caribbean', 'isFromRegion'), ('olive_oil', 'contains')]",341,105,0.30791788856304986,342,105,0.30701754385964913,0.3074670571010249,341,105,0.30791788856304986
1952,"[('latin_america_and_caribbean', 'isFromRegion'), ('butter', 'contains')]",341,106,0.31085043988269795,342,106,0.30994152046783624,0.3103953147877013,341,106,0.31085043988269795
1953,"[('latin_america_and_caribbean', 'isFromRegion'), ('onion', 'contains')]",341,126,0.36950146627565983,342,126,0.3684210526315789,0.3689604685212299,341,126,0.36950146627565983
1954,"[('latin_america_and_caribbean', 'isFromRegion'), ('black_pepper_(ground)', 'contains')]",341,131,0.3841642228739003,342,131,0.3830409356725146,0.383601756954612,341,131,0.3841642228739003
1955,"[('latin_america_and_caribbean', 'isFromRegion'), ('lemon_juice', 'contains')]",341,142,0.41642228739002934,342,142,0.4152046783625731,0.41581259150805266,341,142,0.41642228739002934
